scene,section,tag,all_text
43,4,Action,"The wind moving through the cavern sucks the door shut, plunging Mirabel into DARKNESS. Mirabel panics, stuck in the darkness... but then... a light. Something glowing green... she’s standing on it... the sand itself seems to be glowing... Mirabel digs into the sand and finds... A GLOWING SHARD - LIKE A PIECE OF AN EMERALD RELIEF SCULPTURE."
43,5,MIRABEL,"(whispered, to herself) What’s hurting the magic?"
43,6,Action,INT. CASA MADRIGAL - FOYER - SAME TIME
43,7,Action,"Abuela sweeps the House, trying to clean up Isabela’s copious flower petals. But the room seems to rumble. Concerned, Abuela looks up and sees... the CANDLE flicker just a bit."
43,8,Action,INT. BRUNO’S INNER SANCTUM - SAME TIME
43,9,Action,"As Mirabel pulls more glowing emerald pieces from the sand, she realizes they form some kind of image. She realizes this is Bruno’s vision... smashed to pieces! Mirabel nervously connects the pieces to reveal... HER OWN WORRIED FACE."
43,10,MIRABEL,Me...?
43,11,Action,"RUMBLE! The entire cavern begins to shake, falling apart. Sand begins pouring in, covering the remaining shards under the sand. Panicking, Mirabel tries to dig out the remaining shards and shove them into her MOCHILA bag as the cavern quakes and CRACKS snake around the room."
43,12,Action,"As pieces of stone and sand threaten to block the entrance... Mirabel races to collect one last piece, but as she dives to the door, it’s locked! Mirabel bangs at it desperately and then... jiggles the handle. Whoosh! A tidal wave of sand pushes her out to safety, almost sending her over the cliff. Mirabel looks down at the shards... what does it mean?"
44,1,Action,INT. CASA MADRIGAL - COURTYARD - AFTERNOON
44,2,Action,Mirabel hurries out of Bruno’s room and turns a corner and walks right into ABUELA ALMA.
44,3,ABUELA ALMA,"Uch, where are you coming from in such a hurry?"
44,4,MIRABEL,I’m sorry. I was --
44,5,ABUELA ALMA,(seeing bits of sand) What’s in your hair?
44,6,MIRABEL,(flustered) Uh --
44,7,Action,"Is Mirabel busted? Just as Abuela begins to look suspicious... CRYING INTERRUPTS THE MOMENT! It’s the LOUD SOBBING of... LUISA, who staggers up the stairs behind them."
44,8,LUISA,My gift! I’m losing my gift!
44,9,ABUELA ALMA,What?!
44,10,LUISA,"Mirabel and I were having this little talk about me carrying too much, so I tried not to carry so much but I realized it was putting me behind and I knew I was gonna let everyone down and felt really bad so I was grabbing all the donkeys but then when I went to throw the donkeys in the barn, they were... heavy."
44,11,Action,"Luisa runs off crying. Abuela looks to Mirabel, concerned."
44,12,ABUELA ALMA,What did you do? What did you say to her?
44,13,MIRABEL,Nothing. I - I don’t--
44,14,ABUELA ALMA,Mirabel --
45,1,Action,As they sit in an awkward silence -- BELLS from town ring. Abuela looks torn.
45,2,ABUELA ALMA,"Ach, I have to go get the Guzmans for Isabela’s engagement. (torn, off Mirabel) Stay away from Luisa until I can talk to her. Tonight we can’t have any more problems. And whatever you’re doing, stop doing it!"
45,3,Action,Abuela heads off. Mirabel looks at Luisa’s door which... flickers ever so slightly.
45,4,Action,INT. MIRABEL’S BEDROOM - MOMENTS LATER
45,5,Action,"Shaking, Mirabel pulls out the shards of BRUNO’S VISION, trying to understand. She looks at HER FACE, staring back."
45,6,MIRABEL,"(to herself) Why am I in your vision, Bruno?"
45,7,Action,"A FLASH of LIGHTNING and THUNDER shake the room. Startled, Mirabel turns to see PEPA, frazzled, in her doorway."
45,8,MIRABEL,"(hiding the shards) Tía, jeez --"
45,9,PEPA,"(trying to shoo clouds) Sorry, sorry, I- I didn’t mean to -- shoo, shoo, shoo, -- I just wanted to get the last of Toñito’s things - and then I heard “the name we do not speak.” (a rumble of thunder, comedically dramatic) Great, now I’m thundering. And a thunder will lead to a drizzle and a drizzle will lead to a sprinkle-- (to herself, a mantra) Clear skies, clear skies, clear skies--"
45,10,Action,"Pepa tries to calm herself as she picks up a few of Antonio’s remaining clothes from the room: sandals, underwear, etc. Mirabel looks at her, looks at the bag of shards."
46,1,MIRABEL,"Uh, Tía Pepa - if Bru- if he had a vision about “someone” what would it mean for them?"
46,2,PEPA,We don’t talk about Bruno.
46,3,MIRABEL,"I know, it’s just, hypothetically, if he “saw” you --"
46,4,PEPA,"-- Mirabel, please. We need to get ready for the Guzmans."
46,5,MIRABEL,I just want to know if it was generally positive... or... like less positive or--
46,6,Action,Félix barges in!
46,7,FÉLIX,It was a nightmare!
46,8,PEPA,Félix!
46,9,FÉLIX,"Ey, she needs to know, Pepi. She needs to know."
46,10,PEPA,We don’t talk about Bruno.
46,11,FÉLIX,"He would see something terrible, and then crack-ba-boom, it would happen."
46,12,PEPA,We don’t talk about Bruno.
46,13,MIRABEL,What if you didn’t understand what he saw?
46,14,FÉLIX,"Then you better figure it out, because it was coming for you!"
47,1,PEPA,"WE DON’T TALK ABOUT BRUNO, NO NO NO WE DON’T TALK ABOUT BRUNO..."
47,2,Action,"Pepa tries to get them to stop... but looks at Félix, who motions for Pepa to spill it, and suddenly... we are BACK IN THE PAST, and witnessing the day of their wedding."
47,3,PEPA,BUT! IT WAS MY WEDDING DAY
47,4,FÉLIX,IT WAS OUR WEDDING DAY
47,5,PEPA,WE WERE GETTING READY AND THERE WASN’T A CLOUD IN THE SKY
47,6,FÉLIX,NO CLOUDS ALLOWED IN THE SKY
47,7,PEPA,BRUNO WALKS IN WITH A MISCHIEVOUS GRIN—
47,8,FÉLIX,THUNDER!!
47,9,PEPA,YOU TELLING THIS STORY OR AM I?
47,10,FÉLIX,I’M SORRY MI VIDA GO ON...
47,11,PEPA,"BRUNO SAYS, “IT LOOKS LIKE RAIN.”"
47,12,FÉLIX,WHY DID HE TELL US?
47,13,PEPA,"IN DOING SO, HE FLOODS MY BRAIN"
47,14,FÉLIX,"ABUELA, GET THE UMBRELLAS..."
47,15,PEPA,MARRIED IN A HURRICANE
47,16,FÉLIX,"WHAT A JOYOUS DAY, BUT ANYWAY..."
47,17,Action,"As rain pours down on them, and hurricane winds blow everyone into the air, PEPA shoots FÉLIX a look."
48,1,PEPA/FÉLIX,"WE DON’T TALK ABOUT BRUNO, NO NO NO WE DON’T TALK ABOUT BRUNO"
48,2,Action,"Mirabel gets pulled to the side by weird Dolores, the cousin who can hear everything, and suddenly they are in the family courtyard."
48,3,DOLORES,"HEY - GREW TO LIVE IN FEAR OF BRUNO STUTTERING OR STUMBLING I COULD ALWAYS HEAR HIM SORT OF MUTTERING AND MUMBLING I ASSOCIATE HIM WITH THE SOUND OF FALLING SAND, CH CH CH"
48,4,Action,Dolores twirls Mirabel around and she tries to keep up.
48,5,DOLORES,"IT’S A HEAVY LIFT WITH A GIFT SO HUMBLING, ALWAYS LEFT ABUELA AND THE FAMILY FUMBLING, GRAPPLING WITH PROPHECIES THEY COULDN’T UNDERSTAND, DO YOU UNDERSTAND?"
48,6,Action,"Mirabel gets pulled into a creepy underground space with Camilo, who shape-shifts to add a dramatic effect to his extra creepy Bruno tale, where he BECOMES Bruno himself."
48,7,CAMILO,A SEVEN FOOT FRAME RATS ALONG HIS BACK WHEN HE CALLS YOUR NAME IT ALL FADES TO BLACK YEAH HE SEES YOUR DREAMS AND FEASTS ON YOUR SCREAMS
48,8,POOR UNFORTUNATE SOULS,AHH!
48,9,DOLORES/CAMILO,"WE DON’T TALK ABOUT BRUNO, NO NO NO"
48,10,DOLORES/CAMILO/FÉLIX/PEPA,WE DON’T TALK ABOUT BRUNO
48,11,Action,"Mirabel emerges from the cavernous underground, to find herself in the town plaza, surrounded by townsfolk who had bad run-ins with Bruno."
48,12,SRA. OSMA,HE TOLD ME MY FISH WOULD DIE. THE NEXT DAY: DEAD.
49,1,OSVALDO OROZCO ORTIZ,HE TOLD ME I’D GROW A GUT! AND JUST LIKE HE SAID...
49,2,SR. FLORES,"HE SAID THAT ALL MY HAIR WOULD DISAPPEAR, NOW LOOK AT MY HEAD"
49,3,ALL,YOUR FATE IS SEALED WHEN YOUR PROPHECY IS READ!
49,4,Action,"And as the spotlight turns to... ISABELA, we find ourselves back in the family courtyard, waiting to hear Isabela’s terrible story... but instead, she sings like a bird, her story as perfect as she is."
49,5,ISABELA,HE TOLD ME THAT THE LIFE OF MY DREAMS WOULD BE PROMISED AND SOMEDAY BE MINE....
49,6,Action,"Mirabel looks at Isabela, like “really, everyone has these terrible visions but you have that one?”"
49,7,ISABELA,HE TOLD ME THAT MY POWER WOULD GROW LIKE THE GRAPES THAT THRIVE ON THE VINE...
49,8,ABUELA ALMA,"(calling from town) OYE, MARIANO’S ON HIS WAY"
49,9,Action,"Dolores, on the balcony, hears her approaching with Mariano."
49,10,DOLORES,HE TOLD ME THAT THE MAN OF MY DREAMS WOULD BE JUST OUT OF REACH... BETROTHED TO ANOTHER--
49,11,ISABELA,"(to Mirabel) HEY, SIS, TONIGHT I WANT NOT A SOUND OUT OF YOU."
49,12,DOLORES,"IT’S LIKE I HEAR HIM NOW, I CAN HEAR HIM NOW, I CAN HEAR HIM NOW!"
49,13,Action,MIRABEL leaves to assemble the vision.
50,1,MIRABEL,"UM, BRUNO. YEAH ABOUT THAT BRUNO. I REALLY NEED TO KNOW ABOUT BRUNO... GIMME THE TRUTH AND THE WHOLE TRUTH BRUNO!"
50,2,Action,Camilo transforms into MARIANO on the following line:
50,3,CAMILO,"ISABELA, YOUR BOYFRIEND’S HERE"
50,4,FAMILY,TIME FOR DINNER!
50,5,Action,The family prepares for the arrival of MARIANO - who parades up the street with a WEDDING RING.
50,6,Action,"PEPA/FÉLIX (1) DOLORES (2) IT WAS OUR WEDDING DAY GREW TO LIVE IN FEAR OF BRUNO IT WAS OUR WEDDING DAY STUTTERING OR STUMBLING WE WERE GETTING READY AND I COULD ALWAYS HEAR HIM SORT THERE WASN’T A CLOUD IN THE OF MUTTERING AND MUMBLING SKY I ASSOCIATE HIM WITH THE NO CLOUDS ALLOWED IN THE SKY SOUND OF FALLING SAND, CH CH THEN BRUNO WALKS IN WITH A CH MISCHIEVOUS GRIN— HE TOLD ME THAT THE MAN OF MY THUNDER!! DREAMS WOULD BE OUT OF MY YOU TELLING THIS STORY OR AM REACH, BETROTHED TO I? ANOTHER... I’M SORRY MI VIDA GO ON... HE TOLD ME I WOULD SUFFER... BRUNO SAYS, “IT LOOKS LIKE TONIGHT I WILL SUFFER... RAIN.” WHY DID HE TELL US? IN DOING SO, HE FLOODS MY BRAIN ABUELA, GET THE UMBRELLAS... MARRIED IN A HURRICANE WHAT A JOYOUS DAY!"
51,1,Action,CAMILO (3) ISABELA (4) A SEVEN FOOT FRAME HE TOLD ME THAT THE LIFE OF ALL DRESSED IN BLACK MY DREAMS WOULD BE PROMISED WHEN HE CALLS YOUR NAME AND SOME DAY BE MINE... THERE’S NO TURNING BACK HE TOLD ME THAT MY POWER HE SEES YOUR DREAMS WOULD GROW LIKE THE GRAPES AND FEASTS ON YOUR SCREAMS THAT THRIVE ON THE VINE... A SEVEN FOOT FRAME HE TOLD ME THAT THE LIFE OF ALL DRESSED IN BLACK MY DREAMS WOULD BE PROMISED WHEN HE CALLS YOUR NAME AND SOMEDAY BE MINE THERE’S NO TURNING BACK HE SEES YOUR DREAMS AND FEASTS ON YOUR SCREAMS
51,2,Action,"We whirl around Mirabel as she PASSES LUISA’S DOOR, WHICH STARTS TO FADE, AND AS MIRABEL WATCHES IN TERROR, LUISA SEEMS TO BE LOSING HER STRENGTH."
51,3,FAMILY,HE’S HERE!
51,4,Action,Mirabel hurries into her room and struggles to finish assembling the vision which glows brighter and brighter.
51,5,ALL,DON’T TALK ABOUT BRUNO!
51,6,MIRABEL,WHY DID I TALK ABOUT BRUNO?!
51,7,ALL,NOT A WORD ABOUT BRUNO!
51,8,MIRABEL,I NEVER SHOULDA BROUGHT UP BRUNO!
51,9,Action,SONG ENDS. Mirabel stares at the completed VISION image which shows... MIRABEL in front of her cracked house!
51,10,Action,INT. CASA MADRIGAL - MIRABEL’S ROOM - CONTINUOUS
51,11,Action,"Mirabel is horrified that the vision shows her face surrounded by cracks, but as she stares at it, panicking:"
51,12,AGUSTÍN,"Miraboo. Got your party pants on, ‘cause I do--"
51,13,Action,"Agustín stops as he pokes his head in and sees the vision. He looks to Mirabel, concerned. The HOUSE quickly and ungracefully tries to cover it up. Mirabel looks at Agustín, considers lying, but realizes she should just spill it."
52,1,MIRABEL,"(spilling out) I... broke into Bruno’s tower, I found his last vision, the family’s in trouble, the magic is dying, the house is breaking, Luisa’s gift is fading and I think it’s all because of... me?"
52,2,Action,"Agustín stares at Mirabel, stunned."
52,3,MIRABEL,Pa?
52,4,Action,Agustin eyes go wider... trying to formulate a plan. Agustín then shoves the vision into his POCKETS.
52,5,AGUSTÍN,"(smiling but panicking) We say nothing, Abuela wants tonight to be perfect, ‘til the Guzmans leave, you did not break into Bruno’s tower, the magic is not dying, the house is not breaking, Luisa’s gift is not fading, no one will know, just act normal, no one has to know."
52,6,Action,"Suddenly there’s a NOISE, and they turn to see... DOLORES all the way across the courtyard... but her eyes tell us, she has clearly heard everything that Agustín just said."
52,7,DOLORES,(whispered) I know.
52,8,MIRABEL,She’s gonna tell everyone.
52,9,ABUELA ALMA,"(sweetly, but firm) Time to eat!"
52,10,Action,Agustín realizes they’re busted.
52,11,AGUSTÍN,Miércoles.
52,12,Action,INT. CASA MADRIGAL - DINING ROOM - A LITTLE LATER
52,13,Action,"The Madrigal family, plus MARIANO and his ABUELA GUZMAN (European Spanish, judgmental) sit at the dining table."
53,1,ABUELA ALMA,The Guzmans and the Madrigals together will be so good for the Encanto.
53,2,ABUELA GUZMAN,"Yes, then let’s hope tonight is not a horrible disaster."
53,3,ABUELA ALMA,"(chuckles, then toasts) To a perfect night. Salud!"
53,4,EVERYONE,Salud!
53,5,Action,"Mirabel does her best to act normal as she maintains unwavering eye contact with Dolores, who struggles to keep the secret in... but looks like she’s gonna pop any minute."
53,6,Action,"As the Abuelas lightly chuckle (there is fun, light tension between them) Mirabel keeps staring at Dolores, willing her not to divulge the secret."
53,7,ABUELA GUZMAN,"I assumed that all was well in La Casa Madrigal...though, when it comes to my Mariano, it is always best to see for myself."
53,8,Action,"A BOWL OF AVOCADO PASSES IN FRONT OF MIRABEL, blocking her view of Dolores."
53,9,MARIANO,Avocado?
53,10,Action,"As the avocados pass, Mirabel now sees that Dolores couldn’t hold out any longer and is now telling Camilo the secret - he chokes on his food, his head changes into Mirabel then Bruno as he snarfs on the table."
53,11,ABUELA GUZMAN,La Familia Madrigal has always been a pillar of our communi...ty...
53,12,Action,Not great. Everyone looks at him - especially the two Abuelas (and Isabela). Abuela Alma doesn’t like this at all and pours more wine for Abuela Guzman to distract her.
53,13,FÉLIX,"(not in front of company) Camilo, fix your face."
54,1,Action,"Camilo looks to Mirabel, who is starting to panic that Camilo now knows her secret too, but as she tries to “stare him into keeping quiet” a PITCHER of water PASSES IN FRONT OF HER."
54,2,ISABELA,Water?
54,3,Action,"As the water jug passes, Mirabel sees that Camilo is now whispering to Félix. Félix’s eyes go wide and he chokes on some water, which flies onto Abuela Guzman’s plate."
54,4,Action,"Abuela Alma watches this, quietly panicking, trying to maintain her composure."
54,5,ABUELA ALMA,"(a little weirded-out) Mirabel, the cream, please."
54,6,Action,Mirabel smiles at Abuela and turns to Agustín for the cream.
54,7,MIRABEL,"Pa, the cream."
54,8,Action,"Reveal Agustín next to Mirabel. He tries to hand her the cream, but his hand is shaking like crazy. Mirabel takes the cream and passes it to Abuela."
54,9,Action,"Thunder draws Mirabel’s attention to... Pepa. Félix is whispering in her ear, and now a small swirling hurricane forms over the dining room table."
54,10,ABUELA ALMA,(clearly embarrassed) Pepa? The cloud.
54,11,Action,Pepa tries her best to calm herself down to shrink the cloud.
54,12,PEPA,"Clear skies, clear skies, clear skies.."
54,13,Action,"Julieta leans over to Pepa, concerned. Pepa whispers in Julieta’s ear. Julieta flushes, then looks to Mirabel, DEEPLY WORRIED."
54,14,Action,"Mirabel tries to avoid her mother’s gaze, looking at the floor to avoid eye-contact. But as Mirabel looks down... she finds... TINY CRACKS beginning to form on the FLOOR BELOW HER AND ISABELA! Are they sprouting from her?"
54,15,MARIANO,Mirabel...?
55,1,Action,"Mirabel, freaked out, sits up fast, bonking her head on the underside of the table, then pops up."
55,2,MARIANO,...everything okay?
55,3,Action,"Mirabel stares at Mariano, caught. Then..."
55,4,AGUSTIN,"Everything’s great, she’s just... excited! For you to propose, which you should do as fast as you can --"
55,5,MIRABEL,Yes!
55,6,MARIANO,"Uh, I was actually... gonna..."
55,7,MIRABEL,You were actually gonna! Great!
55,8,Action,Mirabel swivels Isabela’s chair toward Mariano. Abuela Guzman is a little weirded out.
55,9,ABUELA GUZMAN,"Well, well -- well...since everyone here has a talent, my Mariano wanted to begin with a song. Luisa, could you bring over the piano?"
55,10,Action,"Luisa, at the end of the table, moans, fighting tears. She sad marches to “get the piano” knowing she can’t lift it. As she goes, Mirabel sees the cracks spreading."
55,11,LUISA,(through tears) Okay.
55,12,MIRABEL,"Uh, it’s actually family tradition to sing after."
55,13,Action,On “AFTER” Mirabel shoves Mariano down on one knee. And motions for him to begin.
55,14,MARIANO,"(Takes a breath) Isabela, most graceful of all the Madrigals-"
56,1,Action,"As the cracks spread, the House starts to malfunction. Mirabel moves behind Mariano, shielding the family from seeing the cracks, but now awkwardly horning in on the proposal."
56,2,MARIANO,Um...
56,3,MIRABEL,You’re doing great.
56,4,Action,"Under Agustín, Mirabel sees the Coatis take the GLOWING SHARDS of MIRABEL’S VISION OUT OF HIS POCKET."
56,5,MARIANO,The most perfect flower in this entire Encanto.
56,6,Action,"Outside, Luisa tries to shove a piano, making horrible scraping noises. Abuela Guzman looks utterly confused."
56,7,MIRABEL,No --
56,8,MARIANO,...in this entire Encanto.
56,9,Action,The COATIS are almost done assembling the vision. Mirabel sees them and panics.
56,10,MARIANO,WILL YOU... MARRY ME?!
56,11,Action,"No longer able to contain herself, Mirabel lunges at Coatis."
56,12,MIRABEL,Nooo!
56,13,Action,"Luisa falls to the ground, CRYING in defeat. Toucan is frightened by Pepa’s storm cloud and goes flying over Abuela Guzman’s head who ducks just in time."
56,14,ABUELA GUZMAN,What is happening?!
56,15,DOLORES,"(blurting) Mirabel found Bruno’s vision, she’s in it, she’s gonna destroy the magic and now we’re all doomed!"
56,16,Action,"AND ON CUE, THE COATIS pull the VISION up on to the table. As Mirabel tries to snatch it, she accidentally sends it sliding down the table, stopping right in front of Abuela Alma."
57,1,Action,"EVERYONE LOOKS AT THE VISION, THEN TO MIRABEL and... CRACK! CRACK! CRACK! Cracks ripple seemingly from Mirabel around the whole room and everyone’s powers fritz and spasm. The ground cracks under Isabela who (shocked) shoots a bunch of vines directly into Mariano’s face."
57,2,Action,"Pepa’s storm cloud opens up, unleashing a torrent of water onto the whole table. As animals race out, they blow open the windows where we can see the WHOLE TOWN out front, ready to celebrate."
57,3,TOWNSFOLK,FELICIDADES - (SEES CHAOS) whoa...
57,4,Action,"HARD CUT AS: the Guzmans leave, (dodging more chaos and animals) with Abuela Alma in tow, Mirabel follows into the courtyard as well."
57,5,ABUELA ALMA,"Señora, por favor!"
57,6,MIRABEL,"Abuela, please -- there’s gotta be an explanation!"
57,7,Action,Isabela stomps past Mirabel.
57,8,ISABELA,"(to Mirabel, dramatic) I hate you!"
57,9,Action,"Luisa races past Mirabel, sobbing."
57,10,LUISA,"(crying) Ahh, I’m a loser!"
57,11,AGUSTIN,Luisa!
57,12,Action,"Pepa runs out, her weather going crazy."
57,13,PEPA,(to Mirabel) What did you do?!
57,14,Action,More cracks ripple through the house.
57,15,MIRABEL,I’m not doing anything! It’s Bruno’s vision! It’s...
57,16,Action,As Mirabel says that she notices... a green light moving on the ground... It’s... a shard of the vision...
58,1,Action,"being carried by... A RAT. There are dozens of rats, all of them are taking the shards from the dining room and racing up to the balcony."
58,2,Action,Abuela chases after Abuela Guzman and Mariano.
58,3,ABUELA ALMA,The magic is strong! EVERYTHING IS FINE! We are the Madrigals! (shuts door) MIRABEL!
58,4,Action,Thunder CLAPS!
58,5,Action,EXT. CASA MADRIGAL - UPPER WALKWAY - NIGHT
58,6,Action,Lightning flashes and thunder rumbles as... Mirabel pursues the wet rats (HOLDING A SHARD) along the upper walkway. But as she turns the corner... they’re gone.
58,7,Action,"Then a noise... and she spots a single rat tail disappear through an opening under... a LARGE PAINTING. Mirabel approaches the painting... studies it... then slowly pulls it open, revealing... a PASSAGEWAY within the walls."
58,8,Action,INT. BETWEEN THE WALLS - CONTINUOUS
58,9,Action,"Mirabel climbs into the secret passageway between the walls of the house to find the inside COVERED in CRACKS, which undulate malevolently. What is this place?"
58,10,Action,"A rat SQUEAKS as it scurries past Mirabel’s feet and away into the darkness, but as its glowing shard retreats... the glow moves into the air. As Mirabel squints to get a better look, FLASH! A bolt of lightning illuminates... BRUNO, sinister and evil, who holds the shard."
58,11,Action,"Mirabel and Bruno stare at each other for an electric second. Another flash, and he turns and runs - his shadow streaking away down a distant corridor. Realizing this may be her only chance to understand Bruno’s terrible vision, Mirabel races after him!"
58,12,MIRABEL,HEY!
58,13,Action,INT. BETWEEN THE WALLS - CONTINUOUS
58,14,Action,"Mirabel races through the narrow corridors, struggling to catch up in the winding, twisting labyrinth."
59,1,Action,Shafts of light peek through the interior of the house to illuminate them as they streak by.
59,2,Action,"The rhythm of their feet creates a syncopated rhythm as they move faster and faster, sliding down unexpected drops and tight turns."
59,3,Action,INT. CASA MADRIGAL - PEPA’S BEDROOM - SAME TIME
59,4,Action,"We pop to the other side of the wall, where Camilo is trying to calm down Pepa."
59,5,CAMILO,"(sooo calming) It’s okay, Mami, deep breath in, deep breath out..."
59,6,Action,"WHAM! Something slams the wall next to them, and when Pepa hears the impact she panics, zapping Camilo with lightning."
59,7,Action,INT. BETWEEN THE WALLS - SAME TIME
59,8,Action,"As Mirabel recovers from slamming a wall, another flash illuminates Mirabel."
59,9,MIRABEL,Stop! STOP!
59,10,Action,"Mirabel is almost to Bruno, but he jumps a CHASM and it looks too far for Mirabel to follow. As Bruno disappears down a distant corridor, Mirabel summons her courage and jumps and... MAKES IT! But the floor below her gives way and she falls, barely catching herself at the last second... but only holding on by a finger. Below is a seemingly endless fall into DARKNESS."
59,11,MIRABEL,"No-no-- HELP! HELP! (desperate, to the House) CASITA?! CASITA?! (but it can’t help) HELP ME! HELP ME!"
59,12,Action,"Too late, Mirabel loses her grip and falls and -- her hand is grabbed mid-air, by... BRUNO. His face comes into the light, she sees he’s not at all what she thought... he’s small, timid... and straining."
59,13,TIO BRUNO,You’re very sweaty.
60,1,Action,"But before Mirabel can respond... the floor underneath Bruno collapses too, Mirabel grabs onto a loose board and catches Bruno. They are now both dangling from the pit. As Mirabel looks at her uncle, a rat pop from his cloak -- she startles and accidentally drops him to his death..."
60,2,MIRABEL,Oh no!
60,3,Action,"But... there’s actually floor right beneath, he’s fine, they just couldn’t see it. Bruno looks around, surprised."
60,4,TIO BRUNO,Huh.
60,5,Action,"Tio Bruno climbs up the wall boards as Mirabel helps him up. Bruno looks to Mirabel... a long beat, then:"
60,6,TIO BRUNO,Bye.
60,7,MIRABEL,"(confused, pursuing) What? No -- Hold on --"
60,8,Action,"Mirabel hurries after Bruno and follows him through a strange “back of house” tour: pipes, furniture, relics, evidence of the rooms on the other side, etc."
60,9,Action,"As Mirabel tries to keep up, she sees that Bruno is EXTREMELY superstitious, avoids WALKING UNDER A LADDER, has all kinds of good luck charms around him."
60,10,MIRABEL,"Wait, wait -- Ow -- why did you take the vision? -- what does it mean -- Is it why you came back or--"
60,11,Action,Tio Bruno passes a piece of wood.
60,12,TIO BRUNO,"Knock, knock, knock. Knock on wood."
60,13,Action,Then he crosses his fingers and holds his breath.
60,14,MIRABEL,Tio Bruno?
60,15,Action,He passes another piece of wood.
60,16,TIO BRUNO,"(tapping a wall, OCD) Knock, knock, knock. Knock on wood."
61,1,Action,Bruno uncrosses his fingers.
61,2,TIO BRUNO,"You were never supposed to see that vision, no one was -- a little salt."
61,3,Action,He throws salt behind his back.
61,4,MIRABEL,But -- (SPUTTERS ON SALT)
61,5,TIO BRUNO,Sugar. (HE TOSSES SUGAR ON HER)
61,6,Action,"And keeps walking past rows of HANGING ALOE PLANTS, then does a hop skip and a jump over a series of cracks on the ground."
61,7,TIO BRUNO,"Sana sana, colita de rana."
61,8,Action,Mirabel is about to ask a follow-up when they pass an area with TONS of cracks which have been painstakingly patched up.
61,9,MIRABEL,"Wait, have you been in here... patching the cracks?"
61,10,Action,Bruno looks up at all of the patched cracks.
61,11,TIO BRUNO,"Oh that? No, no, no, no, no, I’m too scared to go near those things. All the patching’s done by Hernando."
61,12,MIRABEL,Who is... Hernan--
61,13,TIO BRUNO,"(different voice) --I’m Hernando and I’m scared of nothing. (takes off hood, regular voice) It’s actually me. I used to say my real gift was acting. (yet another voice) I’m Jorge, I make the spackle."
61,14,Action,Mirabel stares at Bruno.
62,1,MIRABEL,(beat) How long have you been... back here?
62,2,Action,INT. BRUNO’S SECRET ROOM - MOMENTS LATER
62,3,Action,"Tight shots on rat habitrails and weird odds-and-ends of a guy who has lived behind the walls way too long. Funny, weird, gross... filled with family heirlooms and knick- knacks, quirky and oddly charming."
62,4,MIRABEL,(realizing) You never left.
62,5,TIO BRUNO,"Well, I- I left my tower, which was you know, a lotta stairs, and uh in here - (SHOWS FOOD) eh? Kitchen adjacent - ooo plus, free entertainment!"
62,6,Action,ANGLE ON: Bruno’s makeshift “RAT-THEATER” - which is basically a cardboard cut-out that he gets his rats to poke their faces through by putting food on the other side so that they unknowingly enact bizarre little plays.
62,7,TIO BRUNO,So whattya like? Whattya like? You like sports? Game Show? Telenovelas? (re: “romantic” rat) Their love could never be.
62,8,MIRABEL,(looking around) I don’t understand.
62,9,TIO BRUNO,"Well, because she’s his aunt and she has amnesia, so she can’t remember that she’s his aunt, you see it’s like a very forbidden kind of-"
62,10,MIRABEL,"I don’t understand why you “left,” but didn’t “leave?”"
62,11,Action,Bruno looks a little uncomfortable about the question.
63,1,TIO BRUNO,"(avoiding eye-contact) Oh, well... because you know the mountains around the Encanto are pretty tall... and uh - you know like I said, free food... and everything... (to the rats) Yeah, you guys, you guys love the free food, don’t ya? Always hungry, never satisfied..."
63,2,Action,"Mirabel notices a shaft of light... she follows it and peers through to discover the family DINING ROOM on the other side of the wall. She looks down to see Bruno has recreated his own version of the family table in his little room, complete with a stenciled plate. Mirabel looks back to Bruno, realizing how badly this guy still wants to be part of the family. Embarrassed, he avoids eye contact."
63,3,TIO BRUNO,"My gift wasn’t helping the family... but uh... but I love my family, you know... I just don’t know how to... I just don’t know how to..."
63,4,Action,"On that last phrase, Bruno finally looks to Mirabel. She realizes how similar they are. She’s emotional, because she always felt alone. And inferior. Bruno shifts awkwardly."
63,5,TIO BRUNO,"Well anyway, I think you should go, because um -- well, I don’t really have a good reason, but if I did, you’d be like, I should go ‘cause that’s a good reason."
63,6,Action,"Mirabel walks over to him, gently."
63,7,MIRABEL,"Why was I in your vision? Tio Bruno...? (off his look, the most honest she’s been) I just... wanted to make the family proud of me... just once. But if I should stop... if I’m hurting my family... just tell me."
63,8,Action,He looks at her... debating revealing his deep secret.
64,1,TIO BRUNO,"I can’t tell you... (SHE SIGHS, FRUSTRATED) Because I don’t know."
64,2,Action,That grabs Mirabel’s attention. Bruno takes the shards from his pocket and starts to assemble them...
64,3,TIO BRUNO,"I had this vision the night that you didn’t get your gift. (Mirabel turns, surprised) Abuela worried about the magic, so she begged me to look into the future, see what it meant..."
64,4,Action,FLASHBACK: We see the vision swirling around Bruno.
64,5,TIO BRUNO,"And I saw the magic in danger... our house... breaking... and then... and then, and then... I saw you. But the vision was different. It... it would change... and there was no one answer... no clear fate. Like your future was undecided. But I knew how it was gonna look, I knew what everyone would think because I’m Bruno and everyone always assumes the worst... so... so..."
64,6,Action,WE SEE BRUNO SMASH THE VISION... and LEAVE.
64,7,Action,"Back in the Bruno’s room, Mirabel manipulates the vision, seeing it transform from cracks spreading to cracks disappearing."
64,8,MIRABEL,You left... to protect me...?
